location,location_id
KEELE STATION S SHEPPARD,18040
AND WHEELINIG,18041
MANITOBA AND NOV,18042
KEELE AND LAPAGE,18043
ROYAL CREST,18044
DIXON AND TAMARACK,18045
BELLAMY AND TRUDELL,18046
EGLINTON BY K,18047
EGLINTON AND VENN EAST,18048
DUVERNET AND WOODBINE,18049
DON AND FREASH MEADOW,18050
BAYVIEW AND HEATHCOT,18051
HAROLD EVANS AND TEMP,18052
DURNESS AND SHEPPARD,18053
BEVERLY HILLS,18054
MACDONNEL AND QUEEN STATION,18055
CASANDRA,18056
AIRPORT TERMINAL 3 AR,18057
OPPOSITE AND ST DENNIS,18058
BAYVIEW STATION S AND SHEPPARD,18059
EGLINTON AND WESTOVER H,18060
ACORN AND DUNDAS STATION ST W,18061
DON MILLS STATION ANF DUNCAN M,18062
GARDINDE AND PARK LAWN,18063
WESTON ADN RAY,18064
BROCKHOUSE,18065
WILLAMSON AND WINONA,18066
HWY 427 D,18067
CALRTON AND SHERBOURNE,18068
BIR AND PARKETTE PLACE,18069
PARKETTE PLACE,18070
BIRCHMOUNT AND ELLESEM,18071
ADANAC,18072
KIPLING STATION STAION,18073
KENNEDY STATION S AND TRANSWAY,18074
CLAYSON AND WESTON,18075
WELLESLEY STATION BAY STATION SPA,18076
BATHURST STATION T AND STEELES,18077
EGLINTON AND GANGOON,18078
MUNITION AND VILLERS,18079
NOVA SCOTIA AND NUNAVU,18080
FINCH STATION E ROUTE,18081
STEELES AND WESTON ROAD,18082
BIRCHMOUNT AND MC,18083
ELM E O AND LAWRENCE,18084
ARCOT AND TANDRIGE,18085
CAS AND HENRIETTA,18086
TRENTON A AND WOODBINE,18087
WELLESLEY STATION STATIOIN,18088
BELLFIELD AND HWY 27,18089
GREENWOOD STATION YARD TRACK A,18090
EGLINTON AND HANNING,18091
CHALKFARM N AND JANE,18092
BLOOR AND ISLINGTON STATION W,18093
SHEPPARD AND WILSON STATION H,18094
AIRPORT AND LAWRENCE,18095
WESTON EGLINTON,18096
BENNET AND LAWRENCE,18097
MORNINGSIDE KINGS,18098
BIRCHMOUNT AND ZENNITH,18099
KINGSLAKE AND VANHORNE,18100
PSPE STATION,18101
LANDOWNE ROUTES,18102
ISLINGTON STATION BETWEEN STEELES,18103
BROADVIEW AND GAMBLE N,18104
MAIN STREET STATION K,18105
BEACHWOO AND CORNNOR,18106
PASSMORE TAPSC,18107
MANIT AND NOVA SCOTIA,18108
KINGSWAY AND ORMSKIRK,18109
STEELES AND STEINWAY B,18110
WESTON ADN,18111
GRAYSON AND LITTLES,18112
BROADVIEW STATIONB,18113
EGLINTON STATION BUS B,18114
ROYAL YOK STATION,18115
CHINE AND ST CLAIR,18116
HUMBER VIEW AND WESTON,18117
DUNDAS STATION W STATOIN,18118
DERRY AND GOREWAY,18119
TERMINAL 1 GROUND LEVE,18120
DUNDAS STATION W STATOION,18121
ARROW AND FIN,18122
BAY STATION BETWEEN CARLTON AN,18123
SCARB TOWN CENTRE,18124
WILSON STATION WILSON STATION HEI,18125
INDUS AND MOUNT DENNIS,18126
WARDEN STATION ND MCNICOLL,18127
LONSDALE AND ORIOLE,18128
FINCH STATION AND MORNING SIDE,18129
EGLINTON HIGHW,18130
LOWER J AND QUEENSWAY,18131
AMAZON LO AND PASSMORE,18132
MACDONELL AND QUEEN STATION W,18133
GRENOBLE AND SAPNBRIDG,18134
BEAMAN AND SHEPPARD,18135
HUMBER AND MORNING STAR,18136
ORMONTE AND WESTON,18137
DUVAL E AND LAWRENCE,18138
MCCOWAN AND S,18139
KIPLING STATION RATHBURN,18140
BIRCHMOUNT AND PINE GR,18141
HANNAH AND SUTHERLAND,18142
KENNEDY STATION AND TROJAN GATE,18143
BAYWOO AND ROYAL CREST,18144
DV AND WYNFORD,18145
DVP AND QUEEN,18146
FOLEY AND OSSINGTON,18147
DANFORTH AND THYRA,18148
EGLINTON GARAGE D19,18149
MILLWOOD BRIDGE AND PA,18150
EGLINTON AND GLEN,18151
FINCH STATION ADN WARDEN STATION,18152
HWY 401 AND YONGE,18153
DUFLAW AND LAWRENCE,18154
QUEEN AND UNVIERSITY,18155
COLONIEL SAMUEL SMITH,18156
ISLINGTON STATION STEELES,18157
ROUGHILL GO,18158
LORRAINE AND MIDLAND,18159
BRIMORTON MAR,18160
CULLFORD AND LAWRENCE STATION,18161
FINCH STATION ADN MARKHAM,18162
HWY 4 AND PROGRESS,18163
KINGSTON AND RAYLANDER,18164
FENNSID AND YORK MILLS,18165
SHEPPARD W AND YON,18166
DRIFTWOOD AND LASKEY,18167
401 BRIDGE AND WILSON,18168
MURRY ROSS AND SENTINEL,18169
QUEEN STATION AND WOODWARD,18170
COLONEL SAMMUEL SMITH,18171
PAPE AND PAPE STATION,18172
EGLINTON THE E MA,18173
GUILDWOOD AND LI,18174
SCARBOROUGH TOWN CENTRR,18175
MARTIN GROVE AND RAMPA,18176
ATLANTIC AND QUEEN STATION,18177
PRICE AND YONGE,18178
BROWNS LI AND LAKESHORE,18179
LA AND LOWER SHERBOURNE,18180
MOUNTAIN LION TRAIL,18181
BETTER AND MARTIN GROVE,18182
MEAD AND SHEPPARD W,18183
ALAMEDA AND VAUGHAN,18184
THORNCLIFF PARK LOO,18185
THRONCHIFF PK LOOP,18186
LIPTON OUTSIDE OF,18187
MCNICOLL AND VICTORIA P,18188
FINCH AND MAXOM,18189
DUNDAS AND MAVETY,18190
FOUR WINDS AND KEELE STATION,18191
DUFFERIN AND ROGERS RO,18192
EGLINTON AMD DON MILLS STATION,18193
BAMBURGH CIRCLE AND SH,18194
PEAR AND STEELES W,18195
STEELES W AND VILL,18196
EGLINTON AND HANNAH,18197
DIXON AND TAMARACK E,18198
SHEPPARD W STAITON,18199
WILLOWDALE AND YONGE,18200
MAMMOTH HALL TRAIL,18201
CASTLEWOO AND EGLINTON,18202
BAYVIEW AND GLENVALE B,18203
PARKSIDE LOOP,18204
AVON LOOPS,18205
ARTELA AND SHEPPARD,18206
BATHURST AND FISHERRVI,18207
LA ROSE AND W SCAR,18208
COXWELL STATION AND PLAINS,18209
VALLEYWOODS YORK,18210
YONGE LAWRENCE STATION,18211
OLD YORK MILLS AND YON,18212
BONDGAT AND CROW TRAIL,18213
MEWADOWVALE AND SHEPPARD,18214
GLENHOLME AND ST CLAIR,18215
CARTWRIGHT,18216
GARY AND WALWYN,18217
BARMAC AND WESTON,18218
SLOAN AND VICTORIA PK,18219
VILLAEG GREEN SQUARE,18220
EDGAR AND MACLENNAN,18221
SANTE AND STEELES,18222
MORNINGSIDE AND NIGH S,18223
STEELES E EXPRESS R,18224
ANGLESEY AND LAMBETH,18225
MARKHAM AND WARDEN STATION,18226
CNE AND PRINCES GATE,18227
FIRGROVE S O AND JANE,18228
ORNMONT AND WESTON,18229
DOVERCOURT AND DUNDAS,18230
EGLINTON AND PARLIAMENT,18231
CONCORD AND NORTHLAND,18232
WESTON N LINE,18233
FINCH AND YAYSHAM,18234
KEELE STATION BETWEEN WILSON STATION A,18235
BURNHAMTHORPE AND SHAV,18236
ST CLAIR STATION LOOP,18237
DUN AND RUNNYMEDE,18238
MONTGOMRY AND YONGE,18239
BRIDGEPOINT HEALTH CEN,18240
ST CLAIR STATION AND STOCKYARD,18241
MALL AND TALGARTH,18242
MALLA AND RATHBUR,18243
BATHURST AND NINA S O,18244
CLIF AND KINGSTON,18245
ALBION AND JANE,18246
FINCH STATION MARTI,18247
LAWRENCE STATION BATHURST STATION,18248
ANNETTE AND DUPONT STATION,18249
MI AND TORNCLIFFE PARK,18250
OPPOSITE WA AND WARDEN,18251
QUEEN AND SORAUREN,18252
FINCH STATION AND GASPE,18253
HUMBER COLLEGE AND MOR,18254
STEELES ANE YONGE,18255
ERINGAT AND WELLSWORTH,18256
GREENWOOD STATION COMPLEX,18257
JANE AND WILSON STATION STE,18258
NANCY AND PHARMACY,18259
KIPLING AND MARTIN GRO,18260
DUNDAS STATION W AND WINDEM,18261
MALL CRES AND WEST,18262
MT PLEASA AND SHERWOOD,18263
SENLAC AND STEELES,18264
THE ESPLANADE,18265
MAJOR MACK AND RIDGECR,18266
TICHESTER ST CLAIR STATION,18267
SHEPPARD AND VICTORIA PK,18268
BLOOR AND ROYAL TORK,18269
KIPLING AND PANARAMA,18270
LANDOWNE AND QUEEN,18271
LANSDOWNE STATION QUEEN STATION O,18272
HALTON AND OSSINGTON,18273
FINCH STATION S O AND WESTON,18274
CAPLIN CRES AND YONGE,18275
LAKESHORE AND TWENTY E,18276
ALLIANCE AND ROCKVILLE,18277
BROADENT AND MIDLAND,18278
PIONEEDR VILLAGE STATI,18279
FINCH AND RUMKE,18280
ALBION AND WESTON R,18281
ST CLAIR STATION PLEA,18282
LAWRENCE AND OLYMIPA,18283
CRANBER AND NIGHT STAR,18284
FINH STATION,18285
DONLANDS AND OCON,18286
AMAZON FULLIMENT CENTR,18287
EGLINTON D,18288
SCARBOROUGH UNIVERSITY,18289
ST CLAIR STATION ANDYONGE,18290
STILE CROFT,18291
CHELSEA AND DUNDAS STATION W,18292
CARNIVAL C AND STEELES,18293
DON VALLE AND SHEPPARD,18294
FINCH STATION JANE STATION WESTON,18295
WILSON STATION THIS,18296
DOCK AND QUEEN STATION QUAY,18297
WENDEL AND WILSON,18298
FINCH STATION JANE AND WESTON,18299
CARPENTER AND FISHERVI,18300
PECKHAM AND PLEASSANT,18301
BERKELEY AND KING,18302
LAKESHORE COLONEL SMI,18303
SHEPPARD W AND YUKON,18304
GOREMAN AND SHEPPARD W,18305
LAWRENCE AND MCCO,18306
THURROCK,18307
BATHURST AND GREENVILLA,18308
KINGSWAY AND RIP,18309
TRETHEWEY AND YORKTOWN,18310
DUFFERIN AND WILSON STATION HE,18311
SCARBOROUGH TOWN STATION,18312
BLUE JAYS WAY AND KING,18313
FI AND FINCHDENE SQUARE,18314
FAYWOOD AND FINCH,18315
STEELES ROUTE,18316
DUFFERIN STATION E AND WILSON,18317
BLOOT AND SHERBOURNE,18318
LAIRD AND MACRAE,18319
ABBOTT AND DUNDAS,18320
MANIT AND PRINCES GATE,18321
MEDOVALE AND SHEPPARD,18322
JOHNST AND MORNINGSIDE,18323
GARDE AND RONCESVALLES,18324
SHER AND SHERWAY GATES,18325
ISLINGTON AND MOANGRAM,18326
MORNINGSIDE AND NIGHT S,18327
ELLESMERE AND ORTON PK,18328
ELLES AND MARKHAM,18329
BROOKB AND VALLEYWOODS,18330
BISHOP AND FINCH STATION,18331
DARTMOU AND ROYAL YORK,18332
JANE AND WOOLER,18333
CACTUS AND PECHAM,18334
FINCH AND S AND SENTINEL,18335
DON MILLS STATION AND VANHORNE,18336
VELLEY WOODS AND YORK,18337
ALLEN AND FINCH STATION,18338
C AND QUEEN STATION PARK CRES,18339
DUFFERIN STATION AND SYLVAN,18340
LESLIE AND WICKSTEAD A,18341
KIPLING STATION STATOPM,18342
ANGLESSEY AND KINGSWAY,18343
E YORK AND REXLEIGH,18344
FINCH STATION ANDNORFINCH,18345
WARDEN STATION ST CLA,18346
ALLEN AND FINCH,18347
ISLINGTON STATION STATON STE,18348
WESTWOOD MALL LOOP AT,18349
BATAVIA AND ST CLAIR,18350
BROWNSLINE AND EVAN S,18351
FINCH STATION PIONEER V,18352
ISLINGTON STATION S ROUTE,18353
NEILSON HOSPITAL LOOP,18354
WESTON STEELES,18355
GREENWOOD AND HILTZ,18356
HUMBERLAND AND MORNING,18357
EGLINTON AND GLENCAIRN STATION,18358
ROGERS ND BICKNELL,18359
KENNEDY AND RANDSTONE,18360
BLOOR AND DANFORTH,18361
COVERCOURT AND DUPONT STATION,18362
ISLINGTON STATION S,18363
BAYVIEW AND HOLLYWOOD,18364
DUNDAS STATION KING STATION,18365
KIPLING AND ROWNTREE R,18366
EGLINTON W AND RUS,18367
CALEDONIA AND MARCIA A,18368
BOMBAY AND WILSON STATION,18369
FINCH STATION W AND OAKLDAL,18370
AND DUND AND ISLINGTON,18371
JANE AND SHEPPARD K,18372
FINCH STATION JA AND WESTON,18373
PIONEER VILLAGE STATION TO,18374
JANE STATION STATIN,18375
DORCOT S AND MIDLAND,18376
MOUNT PLEASANT ROUTE,18377
WILSON STATION BUS DIVISION,18378
FINCH STATION JANE STATION WEST,18379
OTONABEE AND YONGE,18380
DENISON AND WARDEN STATION,18381
MANIZA AND REGENT N O,18382
LAWRENCE STATION STATIO,18383
LAWRENCE STATION AND WILSON,18384
LAWRENCE STATION ANDJANE,18385
KENNEDY STATION BETWEEN CORVET,18386
MILNER AND NOVPHARM,18387
CANIFF AND KING,18388
MIDLAND STATION ROUTE,18389
BRE AND VANDERHOOF,18390
BROADVIEW STATION STATON,18391
DEMAURIER BL AND YONGE,18392
PAPE STATION 15 07,18393
MAIN STREET STATION STAION,18394
WARDEN STATION ADN HWY 7,18395
BESTVIEW D AND STEELES,18396
EVALS AND ISLINGTON,18397
BRAEC AND THE W WAY,18398
BRIMORTON AND PINES,18399
AND GLEM,18400
GILSPUR AND NORTHOVER,18401
MT PLEASANT AND SHERWO,18402
LAWRENCE STATION E EXPRESS,18403
ORMOUNT AND WESTON W,18404
FLEMINGDON PARK ROUTE,18405
FAYWOOD AND LAURELCRES,18406
DUFFERIN STATION AND KENNARD,18407
KIPLING STATION FINCH STATION STE,18408
MARLEE COLDSTREAM TO,18409
TIMBERBANK F,18410
KENNEDY STATION 86 B,18411
MCCOWAN STATION N,18412
BLOOR ROYAL YORK STATION,18413
SIGNET HILL AND STEELES,18414
BATHURST STATION AND GRENWIN,18415
CANADIAN S AND WARDEN,18416
DON MILLS AND PARKWAT,18417
FINCH AND WELLINGTON,18418
MORNIGVIEW TRAIL AND S,18419
JANE STATION JANE AND S,18420
PASSMORE AND SELECT,18421
NEW BRUNSWICK AND PRIN,18422
HUMBER AND HUMBER COLLGE,18423
DANFORTH N AND DAWES,18424
EGLINTON AND PETMAN AV,18425
ROUGH RIV AND SHEPPARD,18426
DUNDAS AND THE E MAL,18427
WILLOWDALE LOOP STEELES,18428
EDINBRIDG AND SCARLETT,18429
HUMBER COLLGE LOOP,18430
MORNINGSIDE ANDPLANTAI,18431
BROADVIEW STATION STAITON,18432
CACTUS AND CATUS A,18433
FINCH STATION MARTIN GR,18434
DUFFERIN STATION ANDN DUFFERIN STATION,18435
ALBION AND ELMERSE,18436
RUDEN CRESENT,18437
METROPOLITI AND WARDEN,18438
COL SAMUEL SMITH PARK,18439
DUFFERIN AND TORBURN,18440
ADELAI AND LOWER RIVER,18441
HOLLY YONGE,18442
KENNEDY STATION ROUTE,18443
FINCH STATION ARROW JA,18444
ISLINGTON AND KINGWAY,18445
AMELIA AND PARLIAMENT,18446
CARLINGVIE AND MARKHAM,18447
LAKE SHO AND SHERBOURNE,18448
BLEEKER AND CARLTON,18449
BATHURST STATION AND ROSELAW,18450
SETTLERS AND STEELES,18451
KEELE AND NASHVILLE,18452
WARDEN STATION LOOP AT STEELES,18453
BISHOP ALLERI SCHOOL,18454
FINCH AND OLD CUMMER,18455
LIBERTY AND SRACHAN,18456
FINCH STATION EXPRESS,18457
WILSON STATION BUS TERMINAL,18458
LONGBURNE AND MARTIN G,18459
JANE AND WILSON STATION SHE,18460
J AND SILVERDART,18461
KEW BEACH AND WOODBINE,18462
EXPRESS AND LESLIE STATION,18463
ARROW JANE STATION,18464
FOUND AND IAN MCDONALD,18465
FINCH STATION ARROW TO,18466
BE AND PRINCESS ARTHUR,18467
ARCOT AND TANGIERS,18468
WESTON AND WNDELL,18469
SCARB TOWN CENTRE STAT,18470
WILSON STATION TEMPO,18471
MARLEE ROSELA,18472
STASSEN AND VARSITY,18473
RICHMOND AND SHERBOURNE STATION,18474
KINGSTON AND RILANDER,18475
CENTENNIAL COLLEGE STATION PRO,18476
BRADSTOCK AND WEST,18477
BATHURST AND ROUGH HIL,18478
BAMBURY AND YORK MILLS,18479
OVERLEA AND THIRNCLIFFE,18480
BEVERLEY HILL AND JANE,18481
BATHURST AND SOUTHBOURN,18482
HUDDESF AND HUMBERLINE,18483
MALL ANDBLOOR,18484
FINC AND NEWGALE GATE,18485
COMBE AND WILLMINGTON,18486
WILSON STATION BACK,18487
SUBWAY OPERATIONS BUIL,18488
KENNEDY STATION 6 PM,18489
BATHURST AND GREEWIN,18490
E MALL AND GIBBS,18491
JANE AND N,18492
ELLESMERE AND GARDNER,18493
GRAYDON HA AND LESMILL,18494
WILSON STATION GARAGE N,18495
MILITARY TRAIL AND U OF,18496
ELLESMERE STATION AND MORICH,18497
KEELE AND KING STATION GEORGES,18498
GREENWOOD STATION AND VAUGHAN,18499
ANNETTE AND AZIEL,18500
ARROW JAN AND FINCH,18501
CALEDONIA AND KICTHENE,18502
BRIMLEY AND HUNGTINWOOD,18503
ST CLAIR STATION DUNDAS STATION WEST STATION,18504
BRIAR HILL AND DUFFERIN,18505
FINCH AND TAPSCOTT JU,18506
DUPLEX AND EGLINTON AV,18507
SHERBOURNE STATION WELLESLEY STATION T,18508
JANE STATION LAWRENCE STATION FIN,18509
BRUCEWOOD AND LAWRENCE STATION,18510
SHEWAY GARDENS,18511
AMAZON FULDILLMENT CEN,18512
LAWRENCE AND LOCKHEED,18513
BURHAMTHORPE AND THE E,18514
JANE STATION FINCH STATION LAWRENCE STATION,18515
FINCH STATION KIPLING STATION,18516
ASHBRIDGE BAY STATION LOOP,18517
KEELE AND QUINAN,18518
EPSOM DOWNS,18519
FAYWOODAND MCALLISTER,18520
WASHBURN WAY,18521
BATHURST AND CEARCROFT,18522
WILSON STATION BATHURST STATION Y,18523
GRENWIN VILLAGE,18524
NEWF AND PRINCES GATE,18525
GENNEL AND MORNINGVIEW,18526
CAMB AND THE W MALL,18527
DARLYMPLE AND JANE,18528
HWY 27 AND JANDA C,18529
THORNCLIFFE PARK CIRCL,18530
SW AND WINDCLIFFE CRES,18531
GRETNA AND SWEENEY,18532
DANUBE AND WARDEN,18533
CHRISTIE STATION AND LANSDOWNE,18534
BURNHAMTHROPE AND E,18535
KENNEDY AND PASMORE,18536
DEXTER S O AND LESLIE,18537
KIPLING STATION STE,18538
OAKWOOD ANDST CLAIR,18539
BEDLE AND DON MILLS,18540
BLOOR AND CAMBRIDGE,18541
GARYRAY AND NORLECO,18542
WILSON AND YORK MILLS STATION,18543
BATHURST AND STORMONT,18544
MARTIN GROVE AND WESTWAY,18545
BAYVIEW AND DVP,18546
NEW AND PRINCESS,18547
WILSON STATION JANE STATION KEELE STATION,18548
LAWRENCE AND ST PHILLI,18549
EGLINTON AND MONTCLAIR,18550
ST CLAIR STATION W AND YONGE,18551
DVP AND EGLINTON E,18552
LA AND YORK MILLS,18553
BATHURST AND GRENWIN V,18554
INNISTAWN AND MCNICOLL,18555
GREENFIEL AND SHEPPARD,18556
FINCH STATION LESLIE STATION KENN,18557
CLAIRV AND HUDDERFIELD,18558
LAWRENCE AND SUSAN E,18559
MAYBURN AND ST CLAIR,18560
WARDEN STATION DN LUPIN,18561
MARKHAM AND PASSSMO,18562
MT PLEASANT AND ROEHAM,18563
FINCH STATION W STARION,18564
SHEPPARD JUST E,18565
MCCOWAN STATION AND WESTON,18566
ELLERBECK AND ERINDALE,18567
CHRISTIE AND GARNET,18568
AMAZON FACILITY CENTRE,18569
WELLESLEY AND,18570
LAWRENCE AND LORINGDAL,18571
EXHIBITION LOOP 100 MA,18572
HARBOR AND YONGE,18573
MCPHERSON AND YONE,18574
GARY AND YELLAND W,18575
SHEPPARD MCCOWAN STATION,18576
DOWNSVIEW PARK AND UNI,18577
DON MILLS AND GRAYDN,18578
CORONATION,18579
ALLEN ROAD AND SHEPPARD,18580
JANE AND LAMPTON,18581
LANSDO AND ST CLAIRE,18582
BRISBA AND MARTIN ROSS,18583
BRENYON WAY AND WICKSO,18584
EGLINTON BETWEEN YONGE,18585
BATHURST AND HELENA AV,18586
FINCH STATION FINCH STATION,18587
EGLINTON AND MULHEM,18588
LAKESHORE AND LONG BRA,18589
JAN AND YORK GATE,18590
FINCH AND SWELLS,18591
GO STAT AND YORKDALE,18592
POND S O AND SENTINEL,18593
DONCLIFE LOOP,18594
MAJOR MACKENZIE LOOP,18595
BAYVIEW AND PARKSIDE,18596
BOMBAY LOOP WILSON STATION AN,18597
VICTORIA PK STATION,18598
DANFORTH AND ELWAR,18599
BRIMLEY E AND EGLINTON,18600
BRADSTOCK AND RIVOLDA,18601
DON AVON AND LAWRENCE,18602
CARRRIER,18603
GLENGRO AND YORK MILLS,18604
DOVERCOURT AND SHENLEY,18605
STEELES AMND MCCOWAN STATION,18606
HWY AND MCCOWAN STATION,18607
WHEELTRANS LAKESHORE G,18608
NEW WESTMINSTER,18609
EGLINTON ADN JANE STATION,18610
SENLAC,18611
EGLINTON VIC PARK,18612
BERTRAND N AND WARDEN,18613
MARTIN GROVE AND RATHBURN,18614
LAIDLAW,18615
DANFORTH AND TYNE COUR,18616
BATHURST AND RAINEE,18617
FINCH AND TAPSCOTT EA,18618
FINCH STATION ADN WILLOWDALE,18619
LAWRENCE STATION DUFFE,18620
HWY 427 AND RANBURN,18621
DUPONT AND KEELE STATION,18622
BECKWITH CRES,18623
SHEPPARD LOOP NE OF M,18624
ARBO AND HUMBERWOOD,18625
PHARMACY ELLESMERE STATION,18626
GOSWELL S AND KIPLING,18627
STEELES AND WARDEN STATION SE,18628
STEELES LOOP DUM,18629
KING AND PINE,18630
BROWNLOW AND EGLINTON,18631
DUPONT STATION AND LANSDWONE,18632
BROADVIEW STATION G,18633
LOWER RIVER AND TROLLE,18634
EVERINGHAM AND YONGE,18635
DUNDAS AND GREENWOOD STATION,18636
TUMP AND WILLIAM CREGG,18637
YONGE STEELES LAK,18638
OAKWOOD AND ST CL,18639
MASSEY AND QUEEN,18640
EVANS AND THE QUEENSWAY,18641
BATHURST AND STRETHEAR,18642
TUMP AND WILLIAM CRAGG,18643
STEELES AND WARDEN STATION LO,18644
VALLEYWOODS AND YORK M,18645
BAY AND ST JOSEPH S,18646
LAWRENCE AND P,18647
ST CLAIR AND SYME,18648
FERRIS AND REXLIEGH,18649
FINCH AND GASPE,18650
HUMBER OSSINGTON STATION,18651
PIONEER VILLAGE STATION STATI,18652
OVERSKATE AND WILSON,18653
ELLERSLIE,18654
SEWELLS ADB HUPFIELD,18655
GUNN BULIDING,18656
DON MILLS STATION AND HELEN LU,18657
HARBORD AND MONTROSE,18658
STEELES LOOP AND Y,18659
VALL AND YORK MILLS,18660
CONNOR AND LAN,18661
EGLINTON OAKW,18662
EGLINTON AND LITTL,18663
MORNINGVIEW TRAIL SOUT,18664
QUEEN AND YORK,18665
ASHRONB AND BIRCHMOUNT,18666
JANE AND PIONEER VILLA,18667
CARLTON AND WARDEN STATION,18668
STEELES E AND VICT,18669
PRINCE EDWARD N,18670
WYNFORD JUST D,18671
CATH AND KINGSTON,18672
CHES AND SHEPPARD,18673
MEADOW AND ROYAL YORK,18674
SHEPPARD AND YONG,18675
HONER AND KIPLING,18676
VICTORIA PARK STATION ASND O C,18677
BIRCHMOUNT AND SALDER,18678
401 SPLIT,18679
NEW FOUND AND PRINCES,18680
GENTIAN AND RENFORTH STATION,18681
MIMICO LOOP,18682
DUFFERIN AND PORTER,18683
GHION SPRI AND STEELES,18684
BURNHAMTHORPE BETWEEN,18685
ALTON AV AND QUEEN,18686
BROWNVILLE AND WESTON,18687
BURN AND THE QUEENSWAY,18688
BRIDLEWALK AND CASTLEM,18689
DIXON AND HWY 401,18690
LOWER JARVIS AND QUEE,18691
EGLINTON KEELE STATION YO,18692
KEELE AND NORTHWEST,18693
YORK UNIVERSITY STATION LOOP,18694
LANSDOWNE AND LAWRENCE STATION,18695
DUNDAS STATION W AND QUEBEC,18696
QUEEN STATION S QUAY AND RICH,18697
WOODB AND WOODBINE,18698
CONNOR AND GARDENS,18699
STEELES DUFFERIN STATION TO,18700
DUFFERIN AND FISHER,18701
OSSINGTON STATION KING STATION EG,18702
EGLINTON STATION KI,18703
VALLEYWOO AND WOODBINE,18704
FINCH AND SANHURST CIR,18705
FERRIS AND REXLIEIGH,18706
LAWRENCE STATION W EA,18707
WARDEN STATION ELLESMERE STATION,18708
COLB AND THE QUEENSWAY,18709
AMAZON CENTRE LOOP,18710
CHERRY AND LAKESHOR,18711
BAYVIEW AND WILKET,18712
YONGE BLOOR QUEEN STATION,18713
MEADOWVALE LOOP YOR,18714
THE E MALL AND WICK,18715
PURVIS CRES,18716
SENSIDE AND YORK MILLS,18717
JANE AND WILLIAM CREGG,18718
GREENWOOD STATION SHOPS OVER,18719
B AND JACK LAYTON WAY,18720
BROCKHAV AND TRETHEWEY,18721
KEELE AND KILLGATE DRI,18722
DAWES AND SECOND,18723
MEADOWBR AND SHERMOUNT,18724
ELMHURT AND ISLINGTON STATION,18725
BLOOR AND DURIE,18726
HWY 27 EXPRESS ROU,18727
HUMBERLINE AND STEELES,18728
PAPE AND WROXTER,18729
CHESHAM AND HEATHROW,18730
AND BROADBRID,18731
DOM MILLS AND OVERLEA,18732
WILSON STATION PARKING,18733
STEELES BU AND YONGE,18734
BRAEBURN AND SCARLETT,18735
BIRCHMOUNT AND RALEIGH,18736
EVANS LOOP,18737
NORTHLOVER AND SLATER,18738
KINGSTON BETWEEN MIDLAND STATION,18739
BRIMLEY AND GRITTANI L,18740
DEANSCROFT AND MANSE,18741
EGLINTON W AND WINC,18742
CARRIER ALBION,18743
CHESSWOOD AND VANLE,18744
ISLING AND STEELES LOOP,18745
O AND THORNCLIFF PK,18746
RIVALDA R AND SHEPPARD,18747
GERRY FITZGERARD,18748
LANE N D AND OSSINGTON,18749
BAYVIEW STATION AND MCCOWAN,18750
DONLANDS STATION AND OCONNOR,18751
FINCH AND N YORK,18752
VARNA LAWRENCE STATION,18753
JANE STATION WEST AND SHEPPARD,18754
N YORK AND STEELES,18755
401 UND AND BIRCHMOUNT,18756
CHILCOT AND ISLINGTON,18757
KENNEDY STATION BLUFFER,18758
SHERWAY GARDENA,18759
PIONEERE VILLLAGE STAT,18760
SCARBOROUGH GOF CLUB A,18761
OVERLEA AND WILLAIM MO,18762
LINKWOOD AND SHADY GOL,18763
DRIFTWOOD TO AND FINCH,18764
ETOBICO AND ROYALCREST,18765
KENILWORT AND KINGSTON,18766
BLOOR AND ROBERT,18767
FINCH STATION AND JOHN GARLEN,18768
9TH AND GARNETT JAMES,18769
BLOOR AND MARTIN GROVE,18770
HILLSDALE AND MOUNT PL,18771
CELS AND KINGSTON,18772
KIN AND MILITARY TRAIL,18773
GRANDRAVINE AND SHARPE,18774
YONGE SHEPPARD STATION,18775
BELLAMY CEDAR BRA,18776
COMMISSIONER OUTSIDE W,18777
HWY 48 AND MAJOR MACKE,18778
DON MILLS STATION EXPRESS ROUT,18779
DUNDAS STATION W AND HOWARD,18780
BRADLEY S O AND JANE,18781
COLUMBINE AND WOODBINE,18782
AVALON LOOP,18783
CHARLES AND QUENS PARK,18784
PARKWO AND VALLEY WOOD,18785
BLOOR AND CONCORDE,18786
SHEPPARD ELLESMERE STATION,18787
DANFORTH BRIMLEY,18788
ANGUS G AND MAJOR MAKC,18789
ISLINGTON AND WICKMAN,18790
BRADFSTOCK AND WESTON,18791
STEELES AND STONG HOUS,18792
HAZELWOOD AND PAPE,18793
JANE STATION BATHURST STATION,18794
401 UNDER AND MIDLAND,18795
LIFE SAVING,18796
PROMENADE CIRCLE MALL,18797
WOODBINE STATION DOWNS,18798
CHERRY AND POLSO,18799
BLAKE AND MARKHAM,18800
BEVERLEY AND COLLEGE,18801
PEARSON TERMINAL 3 BUS,18802
CHOIC AND OLD KINGSTON,18803
STAINS AND STEELES,18804
B ON RAMP AND KINGSTON W,18805
TRANSIT WILSON STATION,18806
AUGUSTA AND QUEEN,18807
FER AND VICTORIA PARK,18808
SHEPPARD AND WILSON STATION HI,18809
BILLY BISHOP AND WILSON STATION,18810
