route,location_id
32,973
32,1024
32,1027
32,1035
32,1049
32,1053
32,1065
32,1147
32,1200
32,1221
32,1258
32,1334
32,1346
32,1375
32,1407
32,1436
32,1455
32,1481
32,1490
32,1492
32,1500
32,1544
32,1599
32,1600
32,1615
32,1646
32,1706
32,1721
32,1731
32,1745
32,1804
32,1836
32,1853
32,1871
32,1893
32,1926
32,1930
32,1936
32,1986
32,2016
32,2031
32,2034
32,2044
32,2065
32,2080
32,2092
32,2096
32,2097
32,2108
32,2114
32,2152
32,2155
32,2168
32,2173
32,2192
32,2235
32,2244
32,2294
32,2301
32,2303
32,2311
32,2321
32,2375
32,2422
32,2442
32,2474
32,2475
32,2498
32,2512
32,2572
32,2602
32,2621
32,2623
32,2655
32,2684
32,2697
32,2729
32,2747
32,2750
32,2753
32,2813
32,2848
32,2891
32,2907
32,2952
32,2980
32,2989
32,3030
32,3086
32,3103
32,3122
32,3150
32,3155
32,3231
32,3250
32,3280
32,3291
32,3294
32,3344
32,3362
32,3399
32,3422
32,3475
32,3482
32,3510
32,3518
32,3536
32,3546
32,3561
32,3589
32,3591
32,3620
32,3635
32,3659
32,3660
32,3673
32,3761
32,3776
32,3805
32,3840
32,3857
32,3864
32,3870
32,3916
32,3926
32,3958
32,3967
32,3980
32,4009
32,4041
32,4089
32,4277
32,4292
32,4358
32,4359
32,4392
32,4417
32,4488
32,4543
32,4569
32,4614
32,4615
32,4630
32,4633
32,4684
32,4689
32,4693
32,4758
32,4779
32,4873
32,4897
32,4936
32,4963
32,4983
32,5032
32,5089
32,5102
32,5117
32,5170
32,5192
32,5200
32,5216
32,5237
32,5260
32,5265
32,5291
32,5355
32,5366
32,5373
32,5419
32,5499
32,5545
32,5569
32,5648
32,5650
32,5666
32,5754
32,5769
32,5784
32,5787
32,5838
32,5856
32,5859
32,5936
32,5956
32,6027
32,6130
32,6146
32,6147
32,6209
32,6213
32,6253
32,6278
32,6288
32,6441
32,6457
32,6472
32,6503
32,6507
32,6554
32,6568
32,6578
32,6615
32,6637
32,6643
32,6653
32,6657
32,6670
32,6674
32,6731
32,6734
32,6741
32,6751
32,6759
32,6770
32,6809
32,6823
32,6890
32,6923
32,6941
32,6946
32,6990
32,7002
32,7090
32,7143
32,7160
32,7217
32,7230
32,7243
32,7270
32,7307
32,7341
32,7344
32,7399
32,7432
32,7452
32,7468
32,7501
32,7568
32,7582
32,7618
32,7621
32,7726
32,7754
32,7803
32,7827
32,7843
32,7853
32,7854
32,7865
32,7867
32,7902
32,7912
32,7933
32,7939
32,7990
32,8008
32,8033
32,8068
32,8092
32,8121
32,8144
32,8174
32,8199
32,8268
32,8289
32,8315
32,8352
32,8485
32,8488
32,8607
32,8649
32,8704
32,8712
32,8717
32,8733
32,8738
32,8756
32,8760
32,8763
32,8765
32,8823
32,8840
32,8842
32,8913
32,9009
32,9021
32,9027
32,9054
32,9111
32,9167
32,9192
32,9250
32,9342
32,9393
32,9395
32,9472
32,9781
32,9792
32,9830
32,9872
32,10220
32,10340
32,10398
32,10433
32,10479
32,10511
32,10568
32,10605
32,10628
32,10632
32,10652
32,10709
32,10712
32,10717
32,10742
32,10762
32,10771
32,10813
32,10848
32,10868
32,10958
32,10975
32,10981
32,11059
32,11128
32,11129
32,11159
32,11300
32,11325
32,11420
32,11457
32,11507
32,11530
32,11578
32,11586
32,11656
32,11668
32,11669
32,11737
32,11781
32,11784
32,11884
32,12022
32,12048
32,12127
32,12132
32,12266
32,12278
32,12392
32,12416
32,12418
32,12423
32,12426
32,12466
32,12471
32,12479
32,12500
32,12523
32,12538
32,12564
32,12573
32,12621
32,12629
32,12651
32,12722
32,12754
32,12793
32,12827
32,12850
32,12861
32,12862
32,12868
32,12942
32,12948
32,13049
32,13065
32,13085
32,13120
32,13242
32,13244
32,13292
32,13331
32,13416
32,13419
32,13426
32,13508
32,13536
32,13571
32,13580
32,13698
32,13815
32,13861
32,13959
32,13988
32,14052
32,14068
32,14080
32,14103
32,14128
32,14142
32,14143
32,14188
32,14194
32,14198
32,14225
32,14261
32,14262
32,14273
32,14293
32,14355
32,14387
32,14425
32,14436
32,14447
32,14455
32,14484
32,14501
32,14507
32,14517
32,14522
32,14556
32,14690
32,14723
32,14754
32,14796
32,14947
32,15033
32,15046
32,15058
32,15061
32,15091
32,15114
32,15199
32,15200
32,15225
32,15306
32,15389
32,15448
32,15509
32,15517
32,15549
32,15583
32,15600
32,15627
32,15632
32,15685
32,15847
32,15859
32,15915
32,15943
32,15989
32,16076
32,16085
32,16096
32,16167
32,16169
32,16263
32,16264
32,16265
32,16400
32,16413
32,16492
32,16496
32,16497
32,16667
32,16727
32,16737
32,16767
32,16833
32,16835
32,16837
32,16839
32,16869
32,16885
32,16886
32,16938
32,16985
32,16987
32,17004
32,17046
32,17118
32,17141
32,17295
32,17320
32,17345
32,17376
32,17383
32,17392
32,17403
32,17422
32,17501
32,17505
32,17549
32,17555
32,17614
32,17618
32,17644
32,17686
32,17717
32,17754
32,17776
32,17779
32,17783
32,17814
32,17830
32,17831
32,17856
32,17868
32,17909
32,17981
32,18003
32,18047
32,18048
32,18060
32,18078
32,18091
32,18111
32,18130
32,18151
32,18173
32,18358
32,18367
32,18507
32,18550
32,18585
32,18588
32,18610
32,18662
32,18663
32,18692
32,18703
32,18721
32,18742
32,18838
32,18915
32,19019
32,19051
32,19125
32,19147
32,19183
32,19195
32,19230
32,19263
32,19310
32,19324
32,19347
32,19356
32,19363
32,19384
32,19399
32,19493
32,19532
32,19550
32,19567
32,19586
32,19610
32,19691
32,19703
32,19704
32,19717
32,19859
32,19939
32,19954
